0,89.1899
2,90.2918
1,90.9733
0,90.3054
2,90.0624
1,90.0429
0,90.71
2,90.7438
2,89.9489
2,90.0381
3,90.2605
1,90.0021
2,90.139
2,89.6623
0,89.9463
2,90.0324
3,89.9793
0,89.9556
4,89.9457
2,90.0018
1,89.6233
2,90.1478
1,89.8912
0,90.0985
2,89.907
4,89.9186
3,88.9725
0,89.8063
3,90.1319
1,90.1509
3,90.1156
4,89.3024
--
2,90.1766
1,89.9875
0,90.0471
1,89.5362
3,90.0426
2,89.9235
2,90.0792
0,90.8234
1,89.7878
0,89.9644
0,89.9563
3,91.3147
1,89.9099
0,89.9754
3,91.7919
0,90.2115
1,90.1443
0,89.6971
4,90.4082
1,90.2946
0,90.0674
2,92.3481
1,90.4333
2,89.5965
0,90.319
2,89.9598
4,96.0982
2,89.5183
0,77.0487
2,89.9425
1,90.3224
0,90.5844
4,96.4242
--
1,90.2353
3,120.057
1,90.2821
1,90.1741
2,88.3372
1,89.3922
4,90.1714
1,56.5417
3,90.9558
4,90.268
0,89.9149
5,90.4965
5,90.4327
1,56.3808
4,90.3008
4,90.0984
5,90.0699
3,90.6842
5,89.8384
1,65.503
4,89.8476
5,89.6779
0,90.4327
2,90.6408
1,72.764
5,90.2169
0,89.9862
4,90.4327
2,89.9585
3,90.6416
0,77.2977
4,89.9585
3,90.2793
1,90.6113
5,90.1573
2,89.8938
1,90.0205
0,80.314
3,90.0989
2,91.0416
2,90.2793
2,90.579
4,90.4683
3,89.9318
--
1,89.5199
0,90.1884
0,88.9409
1,94.3042
0,89.7883
0,85.0684
4,89.9595
0,89.8072
0,89.7906
1,90.2062
0,89.528
5,78.5223
3,90.2268
1,89.558
2,89.4865
0,88.6259
0,89.9522
0,90.2064
5,73.8492
6,69.2854
0,89.4695
5,90.1498
0,89.7266
1,89.6735
4,89.9418
4,90.7263
0,64.4823
5,90.1614
4,89.9493
3,90.121
2,90.0106
6,90.7263
3,90.3056
3,90.0801
0,59.0768
2,89.9052
1,89.8248
5,90.0679
5,90.6583
3,90.0407
4,89.9656
4,90.0679
2,89.9598
1,49.6124
0,89.9497
4,90.4179
3,90.1242
7,89.8248
0,89.9689
--
2,89.4617
2,90.8012
0,90.7966
2,90.8113
0,89.3309
1,24.8569
1,90.2498
2,89.954
3,90.6677
2,90.2824
1,90.8012
2,89.9191
5,125.43
5,89.4545
6,114.938
1,90.0555
0,88.6256
3,89.9441
4,89.5209
5,90.1824
0,90.2498
3,89.4757
5,90.103
4,89.6977
2,90.2126
7,91.5601
4,89.837
6,90.4775
1,111.243
0,88.3797
6,90.0363
6,90.0533
7,113.599
0,89.7245
3,90.2584
2,90.3318
1,90.0561
4,89.0318
4,89.6671
6,90.0491
1,90.2882
