-1,-1,-1,-1,-1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,-1,-1,1
326,33,-1,-1,-1,-1,-1,-1,1
326,33,-1,-1,-1,-1,-1,-1,1
382,99,476,84,-1,-1,-1,-1,1
411,133,505,120,-1,-1,-1,-1,1
438,167,531,154,-1,-1,-1,-1,1
462,197,556,184,-1,-1,-1,-1,1
484,223,579,210,-1,-1,-1,-1,1
505,243,598,228,-1,-1,-1,-1,1
522,256,618,240,-1,-1,-1,-1,1
540,262,636,246,-1,-1,-1,-1,1
559,266,655,251,-1,-1,-1,-1,1
579,268,675,252,-1,-1,-1,-1,1
603,273,701,258,-1,-1,-1,-1,1
615,279,715,264,-1,-1,-1,-1,1
627,285,725,272,-1,-1,-1,-1,1
633,295,734,283,-1,-1,-1,-1,1
636,308,739,297,-1,-1,-1,-1,1
636,347,739,338,-1,-1,-1,-1,1
636,347,739,338,-1,-1,-1,-1,1
632,372,735,364,-1,-1,-1,-1,1
626,399,729,392,-1,-1,-1,-1,1
618,428,721,421,-1,-1,-1,-1,1
607,458,711,452,-1,-1,-1,-1,1
596,484,700,479,-1,-1,-1,-1,1
576,525,680,522,-1,-1,-1,-1,1
567,535,671,531,-1,-1,-1,-1,1
567,535,671,531,-1,-1,-1,-1,1
561,537,663,532,-1,-1,-1,-1,1
555,532,658,530,-1,-1,-1,-1,1
550,523,653,518,-1,-1,-1,-1,1
547,494,648,491,-1,-1,-1,-1,1
547,494,648,491,-1,-1,-1,-1,1
545,462,644,456,-1,-1,-1,-1,1
542,446,643,441,-1,-1,-1,-1,1
539,424,638,420,-1,-1,-1,-1,1
539,424,638,420,-1,-1,-1,-1,1
528,397,626,394,-1,-1,-1,-1,1
522,386,618,384,-1,-1,-1,-1,1
515,374,611,374,-1,-1,-1,-1,1
515,374,611,374,-1,-1,-1,-1,1
504,354,598,356,-1,-1,-1,-1,1
504,354,598,356,-1,-1,-1,-1,1
499,343,592,344,-1,-1,-1,-1,1
491,319,582,319,-1,-1,-1,-1,1
