-1,-1,-1,-1,-1,-1,-1,-1,2
-1,-1,-1,-1,-1,-1,-1,-1,2
-1,-1,-1,-1,-1,-1,-1,-1,2
-1,-1,-1,-1,-1,-1,-1,-1,2
-1,-1,-1,-1,-1,-1,-1,-1,2
-1,-1,-1,-1,-1,-1,-1,-1,2
-1,-1,-1,-1,-1,-1,-1,-1,2
-1,-1,-1,-1,-1,-1,-1,-1,2
-1,-1,-1,-1,-1,-1,-1,-1,2
-1,-1,-1,-1,-1,-1,-1,-1,2
-1,-1,-1,-1,-1,-1,-1,-1,2
-1,-1,-1,-1,-1,-1,-1,-1,2
-1,-1,-1,-1,-1,-1,-1,-1,2
-1,-1,-1,-1,-1,-1,-1,-1,2
-1,-1,-1,-1,-1,-1,-1,-1,2
-1,-1,-1,-1,-1,-1,-1,-1,2
220,37,-1,-1,-1,-1,-1,-1,2
220,37,-1,-1,-1,-1,-1,-1,2
218,66,-1,-1,-1,-1,-1,-1,2
218,88,-1,-1,-1,-1,-1,-1,2
218,88,-1,-1,-1,-1,-1,-1,2
218,88,-1,-1,-1,-1,-1,-1,2
218,127,-1,-1,-1,-1,-1,-1,2
218,127,-1,-1,-1,-1,-1,-1,2
230,128,-1,-1,-1,-1,-1,-1,2
230,128,-1,-1,-1,-1,-1,-1,2
230,128,-1,-1,-1,-1,-1,-1,2
247,129,-1,-1,-1,-1,-1,-1,2
261,139,-1,-1,-1,-1,-1,-1,2
266,147,-1,-1,-1,-1,-1,-1,2
269,158,-1,-1,-1,-1,-1,-1,2
269,158,-1,-1,-1,-1,-1,-1,2
271,189,479,61,-1,-1,-1,-1,2
270,200,478,72,-1,-1,-1,-1,2
268,209,475,81,-1,-1,-1,-1,2
263,218,471,89,-1,-1,-1,-1,2
262,226,468,97,-1,-1,-1,-1,2
261,234,466,104,-1,-1,-1,-1,2
262,240,467,110,-1,-1,-1,-1,2
264,244,470,115,-1,-1,-1,-1,2
268,247,473,118,-1,-1,-1,-1,2
272,247,477,119,-1,-1,-1,-1,2
276,245,480,117,-1,-1,-1,-1,2
281,243,484,115,-1,-1,-1,-1,2
284,241,488,112,-1,-1,-1,-1,2
291,237,493,109,-1,-1,-1,-1,2
291,237,493,109,-1,-1,-1,-1,2
303,231,505,104,-1,-1,-1,-1,2
308,227,510,101,-1,-1,-1,-1,2
313,223,514,97,-1,-1,-1,-1,2
316,220,519,94,-1,-1,-1,-1,2
322,217,524,92,-1,-1,-1,-1,2
327,215,529,91,-1,-1,-1,-1,2
332,214,533,89,-1,-1,-1,-1,2
332,214,533,89,-1,-1,-1,-1,2
340,211,540,87,-1,-1,-1,-1,2
342,208,543,85,-1,-1,-1,-1,2
343,207,545,84,-1,-1,-1,-1,2
343,207,545,84,-1,-1,-1,-1,2
344,207,546,85,-1,-1,-1,-1,2
343,209,545,88,-1,-1,-1,-1,2
343,212,545,90,-1,-1,-1,-1,2
343,212,545,90,-1,-1,-1,-1,2
343,215,545,94,-1,-1,-1,-1,2
343,221,545,100,-1,-1,-1,-1,2
343,223,545,103,-1,-1,-1,-1,2
343,223,545,103,-1,-1,-1,-1,2
342,224,545,105,-1,-1,-1,-1,2
339,228,542,108,-1,-1,-1,-1,2
337,230,541,110,-1,-1,-1,-1,2
336,231,540,111,-1,-1,-1,-1,2
335,232,539,112,-1,-1,-1,-1,2
334,234,538,114,-1,-1,-1,-1,2
332,237,537,116,-1,-1,-1,-1,2
330,239,537,118,-1,-1,-1,-1,2
329,241,536,120,-1,-1,-1,-1,2
329,247,537,124,-1,-1,-1,-1,2
329,247,537,124,-1,-1,-1,-1,2
329,250,539,127,-1,-1,-1,-1,2
330,253,540,129,-1,-1,-1,-1,2
333,255,543,131,-1,-1,-1,-1,2
333,255,543,131,-1,-1,-1,-1,2
334,256,545,132,-1,-1,-1,-1,2
334,255,547,131,-1,-1,-1,-1,2
336,252,551,126,-1,-1,-1,-1,2
336,252,551,126,-1,-1,-1,-1,2
336,250,552,124,-1,-1,-1,-1,2
336,249,553,122,-1,-1,-1,-1,2
336,249,553,122,-1,-1,-1,-1,2
336,251,554,123,-1,-1,-1,-1,2
336,258,557,129,-1,-1,-1,-1,2
336,258,557,129,-1,-1,-1,-1,2
336,264,558,135,-1,-1,-1,-1,2
